candidate_id,title,cat,yoe,industry,country,n_ai,rel,services,resp,days_inactive,open,honeypot,cv_speech,auto_tier,final_tier,summary
CAND_0009080,Content Writer,Non-tech,1.8,Software,India,9,1,False,0.32,11,True,False,False,1,1,"Content Writer with 1.8+ years of experience driving outcomes in my domain. I have built strong functional expertise in the typical responsibilities of the role, including team management, stakeholder"
CAND_0070863,Business Analyst,Non-tech,14.2,Manufacturing,India,11,1,True,0.1,232,False,False,False,1,1,"Business Analyst with 14.2+ years of experience driving outcomes in my domain. I have built strong functional expertise in the typical responsibilities of the role, including team management, stakehol"
CAND_0030320,Graphic Designer,Non-tech,12.9,Software,USA,9,1,True,0.55,141,False,False,False,1,1,"Graphic Designer with 12.9+ years of experience driving outcomes in my domain. I have built strong functional expertise in the typical responsibilities of the role, including team management, stakehol"
CAND_0005248,Civil Engineer,Non-tech,10.6,Manufacturing,India,9,1,True,0.41,12,False,False,False,1,1,"Civil Engineer with 10.6+ years of experience driving outcomes in my domain. I have built strong functional expertise in the typical responsibilities of the role, including team management, stakeholde"
CAND_0098578,Project Manager,Non-tech,10.9,IT Services,India,10,1,True,0.14,223,False,False,False,1,1,"Project Manager with 10.9+ years of experience driving outcomes in my domain. I have built strong functional expertise in the typical responsibilities of the role, including team management, stakehold"
CAND_0053749,Graphic Designer,Non-tech,14.9,Manufacturing,USA,8,1,True,0.42,192,False,False,False,1,1,"Graphic Designer with 14.9+ years of experience driving outcomes in my domain. I have built strong functional expertise in the typical responsibilities of the role, including team management, stakehol"
CAND_0064413,Operations Manager,Non-tech,10.8,Paper Products,India,7,1,True,0.51,13,False,False,False,1,1,"Operations Manager with 10.8+ years of experience driving outcomes in my domain. I have built strong functional expertise in the typical responsibilities of the role, including team management, stakeh"
CAND_0005518,Civil Engineer,Non-tech,10.6,Paper Products,India,9,1,False,0.51,234,False,False,False,1,1,"Civil Engineer with 10.6+ years of experience driving outcomes in my domain. I have built strong functional expertise in the typical responsibilities of the role, including team management, stakeholde"
CAND_0055999,Mechanical Engineer,Non-tech,7.8,Software,India,7,1,False,0.73,124,False,False,False,1,1,"Mechanical Engineer with 7.8+ years of experience driving outcomes in my domain. I have built strong functional expertise in the typical responsibilities of the role, including team management, stakeh"
CAND_0023237,Operations Manager,Non-tech,4.2,Manufacturing,India,9,1,False,0.11,22,False,False,False,1,1,"Operations Manager with 4.2+ years of experience driving outcomes in my domain. I have built strong functional expertise in the typical responsibilities of the role, including team management, stakeho"
CAND_0099211,Operations Manager,Non-tech,12.8,Conglomerate,India,10,1,True,0.75,182,False,False,False,1,1,"Operations Manager with 12.8+ years of experience driving outcomes in my domain. I have built strong functional expertise in the typical responsibilities of the role, including team management, stakeh"
CAND_0014968,HR Manager,Non-tech,11.4,Conglomerate,India,8,1,True,0.41,101,True,False,False,1,1,"HR Manager with 11.4+ years of experience driving outcomes in my domain. I have built strong functional expertise in the typical responsibilities of the role, including team management, stakeholder co"
CAND_0050483,Business Analyst,Non-tech,9.4,Manufacturing,India,7,1,False,0.16,127,False,False,False,1,1,"Business Analyst with 9.4+ years of experience driving outcomes in my domain. I have built strong functional expertise in the typical responsibilities of the role, including team management, stakehold"
CAND_0047396,Project Manager,Non-tech,12.3,Software,India,9,1,True,0.27,201,False,False,False,1,1,"Project Manager with 12.3+ years of experience driving outcomes in my domain. I have built strong functional expertise in the typical responsibilities of the role, including team management, stakehold"
CAND_0056815,HR Manager,Non-tech,2.4,Software,India,8,1,False,0.61,193,False,False,False,1,1,"HR Manager with 2.4+ years of experience driving outcomes in my domain. I have built strong functional expertise in the typical responsibilities of the role, including team management, stakeholder com"
CAND_0003791,ML Engineer,AI/ML,6.6,E-commerce,USA,6,1,False,0.66,86,True,False,False,4,4,"Data scientist / ML engineer with 6.6 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. My current role is split"
CAND_0087630,AI Engineer,AI/ML,7.2,EdTech,India,9,5,False,0.45,77,False,False,False,5,5,"Machine learning engineer with 7.2 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack fro"
CAND_0052335,Applied ML Engineer,AI/ML,6.4,AI/ML,Germany,7,7,False,0.79,52,True,False,False,5,5,"Machine learning engineer with 6.4 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack fro"
CAND_0070485,Search Engineer,AI/ML,6.4,Voice AI,India,6,7,False,0.45,60,True,False,False,5,5,"Machine learning engineer with 6.4 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack fro"
CAND_0024466,Search Engineer,AI/ML,5.2,HealthTech,Canada,10,7,False,0.47,10,True,False,False,5,5,"Machine learning engineer with 5.2 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack fro"
CAND_0078508,AI Research Engineer,AI/ML,5.2,AI/ML,India,8,2,False,0.34,45,False,False,False,4,4,"Data scientist / ML engineer with 5.2 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've spent the last coup"
CAND_0092706,AI Research Engineer,AI/ML,5.8,EdTech,India,4,3,False,0.78,5,True,False,False,4,4,"Data scientist / ML engineer with 5.8 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've been working on rec"
CAND_0058575,AI Engineer,AI/ML,5.8,AI/ML,India,6,7,False,0.69,57,True,False,False,5,5,"Machine learning engineer with 5.8 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack fro"
CAND_0011687,Senior NLP Engineer,AI/ML,7.8,HealthTech AI,India,10,7,False,0.89,22,True,False,False,5,5,"Senior AI engineer with 7.8 years of hands-on experience building production ML systems, with a focus on search, retrieval, and ranking. Most recently, I owned the offline-online evaluation harness — "
CAND_0076163,NLP Engineer,AI/ML,6.9,Transportation,India,9,4,False,0.84,22,True,False,False,4,4,"Machine learning engineer with 6.9 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack fro"
CAND_0015493,Data Scientist,AI/ML,6.4,Fintech,India,6,2,False,0.3,38,True,False,False,4,4,"Data scientist / ML engineer with 6.4 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. My current role is split"
CAND_0093958,Junior ML Engineer,AI/ML,5.9,E-commerce,India,6,0,False,0.62,68,False,False,False,4,4,"Data scientist / ML engineer with 5.9 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've spent the last coup"
CAND_0047907,AI Research Engineer,AI/ML,6.6,EdTech,India,4,0,False,0.48,54,False,False,False,4,4,"Data scientist / ML engineer with 6.6 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. My current role is split"
CAND_0057563,NLP Engineer,AI/ML,6.8,AI/ML,India,7,8,False,0.83,41,False,False,False,5,5,"Machine learning engineer with 6.8 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack fro"
CAND_0001651,Data Scientist,AI/ML,6.5,E-commerce,India,3,2,False,0.51,66,False,False,False,4,4,"Data scientist / ML engineer with 6.5 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've spent the last coup"
CAND_0074339,ML Engineer,AI/ML,5.3,AI/ML,India,7,2,False,0.58,78,True,False,False,4,4,"Data scientist / ML engineer with 5.3 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. Most of my recent work h"
CAND_0078002,Machine Learning Engineer,AI/ML,6.3,Internet,India,8,5,False,0.86,41,True,False,False,5,5,"Machine learning engineer with 6.3 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack fro"
CAND_0046526,ML Engineer,AI/ML,5.5,Transportation,Singapore,5,3,False,0.61,86,True,False,False,4,4,"Data scientist / ML engineer with 5.5 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've spent the last coup"
CAND_0051466,AI Research Engineer,AI/ML,5.3,HealthTech AI,India,8,0,False,0.65,49,True,False,False,4,4,"Data scientist / ML engineer with 5.3 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. My current role is split"
CAND_0010685,NLP Engineer,AI/ML,6.7,AI/ML,India,8,7,False,0.83,77,True,False,False,5,5,"Machine learning engineer with 6.7 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack fro"
CAND_0077504,Data Scientist,AI/ML,4.6,IT Services,India,6,2,True,0.65,82,True,False,False,2,2,"Data scientist / ML engineer with 4.6 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. Most of my recent work h"
CAND_0015478,ML Engineer,AI/ML,3.6,IT Services,India,8,3,True,0.66,47,True,False,False,2,2,"Data scientist / ML engineer with 3.6 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. My current role is split"
CAND_0058791,AI Research Engineer,AI/ML,4.1,IT Services,India,10,0,True,0.41,14,False,False,False,2,2,"Data scientist / ML engineer with 4.1 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've spent the last coup"
CAND_0068393,Junior ML Engineer,AI/ML,4.4,Conversational AI,India,4,1,True,0.62,98,True,False,False,2,2,"Data scientist / ML engineer with 4.4 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've spent the last coup"
CAND_0040099,ML Engineer,AI/ML,3.9,IT Services,India,4,0,True,0.69,29,True,False,False,2,2,"Data scientist / ML engineer with 3.9 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. Most of my recent work h"
CAND_0011707,Data Scientist,AI/ML,4.8,IT Services,India,8,2,True,0.36,59,False,False,False,2,2,"Data scientist / ML engineer with 4.8 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've spent the last coup"
CAND_0090584,ML Engineer,AI/ML,5.1,E-commerce,India,8,1,True,0.64,94,True,False,False,3,3,"Data scientist / ML engineer with 5.1 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. My current role is split"
CAND_0045141,Data Scientist,AI/ML,5.3,IT Services,India,9,3,True,0.44,52,True,False,False,3,3,"Data scientist / ML engineer with 5.3 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've spent the last coup"
CAND_0046459,AI Research Engineer,AI/ML,4.5,EdTech,India,6,0,True,0.84,53,True,False,False,2,2,"Data scientist / ML engineer with 4.5 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've spent the last coup"
CAND_0014234,Junior ML Engineer,AI/ML,5.4,IT Services,India,6,1,True,0.49,83,True,False,False,3,3,"Data scientist / ML engineer with 5.4 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've been working on rec"
CAND_0041611,Staff Machine Learning Engineer,AI/ML,6.4,AI/ML,USA,13,8,False,0.07,180,False,False,False,4,4,"Senior AI engineer with 6.4 years of hands-on experience building production ML systems, with a focus on search, retrieval, and ranking. Most recently, I owned the offline-online evaluation harness — "
CAND_0094759,Lead AI Engineer,AI/ML,8.6,Internet,India,10,6,False,0.11,144,False,False,False,4,4,"Senior AI engineer with 8.6 years of hands-on experience building production ML systems, with a focus on search, retrieval, and ranking. Most recently, I rebuilt the candidate-JD matching pipeline fro"
CAND_0060072,Staff Machine Learning Engineer,AI/ML,5.7,Internet,India,13,7,False,0.1,128,False,False,False,4,4,"Senior AI engineer with 5.7 years of hands-on experience building production ML systems, with a focus on search, retrieval, and ranking. Most recently, I led the migration from keyword-based ranking t"
CAND_0007411,Senior Machine Learning Engineer,AI/ML,8.0,Internet,India,10,7,False,0.12,181,False,False,False,4,4,"Senior AI engineer with 8.0 years of hands-on experience building production ML systems, with a focus on search, retrieval, and ranking. Most recently, I owned the offline-online evaluation harness — "
CAND_0092278,Senior NLP Engineer,AI/ML,6.8,Software,India,10,8,False,0.07,206,False,False,False,4,4,"Senior AI engineer with 6.8 years of hands-on experience building production ML systems, with a focus on search, retrieval, and ranking. Most recently, I drove the platform's RAG strategy from prototy"
CAND_0046924,Computer Vision Engineer,Non-tech,6.3,HealthTech,India,8,3,True,0.61,21,False,False,True,1,1,"Data scientist / ML engineer with 6.3 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've been working on rec"
CAND_0058783,Computer Vision Engineer,Non-tech,3.2,IT Services,India,4,0,True,0.92,10,True,False,True,0,0,"Data scientist / ML engineer with 3.2 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've spent the last coup"
CAND_0014909,Computer Vision Engineer,Non-tech,4.8,HealthTech AI,India,3,3,False,0.76,6,True,False,True,0,0,"Data scientist / ML engineer with 4.8 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've spent the last coup"
CAND_0026716,Computer Vision Engineer,Non-tech,5.6,HealthTech,India,6,2,False,0.82,24,True,False,True,1,1,"Data scientist / ML engineer with 5.6 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've been working on rec"
CAND_0055004,Computer Vision Engineer,Non-tech,3.3,AI/ML,India,6,1,False,0.38,59,False,False,True,1,1,"Data scientist / ML engineer with 3.3 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've been working on rec"
CAND_0084760,Computer Vision Engineer,Non-tech,3.3,Fintech,India,7,2,False,0.8,40,False,False,True,1,1,"Data scientist / ML engineer with 3.3 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've been working on rec"
CAND_0045613,Computer Vision Engineer,Non-tech,5.0,Voice AI,India,8,3,True,0.63,72,False,False,True,1,1,"Data scientist / ML engineer with 5.0 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. Most of my recent work h"
CAND_0096589,Computer Vision Engineer,Non-tech,4.1,AI/ML,India,5,1,False,0.28,52,True,False,True,1,1,"Data scientist / ML engineer with 4.1 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. Most of my recent work h"
CAND_0049831,Computer Vision Engineer,Non-tech,5.4,EdTech,USA,6,3,False,0.43,52,True,False,True,1,1,"Data scientist / ML engineer with 5.4 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've been working on rec"
CAND_0022127,Computer Vision Engineer,Non-tech,5.5,AI/ML,India,5,2,False,0.86,84,True,False,True,1,1,"Data scientist / ML engineer with 5.5 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've spent the last coup"
CAND_0080344,Senior Software Engineer (ML),SWE/Data,4.9,SaaS,India,6,3,False,0.7,13,True,False,False,3,3,"Data scientist / ML engineer with 4.9 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've been working on rec"
CAND_0087744,Senior Software Engineer (ML),SWE/Data,3.9,HealthTech AI,India,8,3,True,0.88,52,True,False,False,3,3,"Data scientist / ML engineer with 3.9 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've been working on rec"
CAND_0013002,Senior Software Engineer (ML),SWE/Data,4.4,IT Services,USA,4,3,True,0.76,87,False,False,False,3,3,"Data scientist / ML engineer with 4.4 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. Most of my recent work h"
CAND_0046278,Senior Software Engineer (ML),SWE/Data,4.6,Gaming,India,7,3,False,0.5,66,True,False,False,3,3,"Data scientist / ML engineer with 4.6 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've spent the last coup"
CAND_0071205,Senior Software Engineer (ML),SWE/Data,4.6,HealthTech,USA,5,3,False,0.54,67,True,False,False,3,3,"Data scientist / ML engineer with 4.6 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've been working on rec"
CAND_0066713,Senior Software Engineer (ML),SWE/Data,5.7,E-commerce,India,5,3,True,0.45,22,False,False,False,3,3,"Data scientist / ML engineer with 5.7 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've been working on rec"
CAND_0014683,Senior Software Engineer (ML),SWE/Data,5.6,AI/ML,India,4,3,False,0.7,48,True,False,False,3,3,"Data scientist / ML engineer with 5.6 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've spent the last coup"
CAND_0067866,Senior Software Engineer (ML),SWE/Data,6.4,IT Services,India,5,3,True,0.79,10,True,False,False,3,3,"Data scientist / ML engineer with 6.4 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. Most of my recent work h"
CAND_0064331,Senior Software Engineer (ML),SWE/Data,4.2,Food Delivery,India,8,3,False,0.74,79,False,False,False,3,3,"Data scientist / ML engineer with 4.2 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've been working on rec"
CAND_0049978,Senior Software Engineer (ML),SWE/Data,6.6,AI/ML,India,8,3,False,0.71,102,True,False,False,3,3,"Data scientist / ML engineer with 6.6 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've spent the last coup"
CAND_0052744,Senior Software Engineer (ML),SWE/Data,4.9,HealthTech AI,India,6,3,False,0.79,9,True,False,False,3,3,"Data scientist / ML engineer with 4.9 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've been working on rec"
CAND_0025882,Senior Software Engineer (ML),SWE/Data,5.6,SaaS,India,5,3,True,0.79,22,True,False,False,3,3,"Data scientist / ML engineer with 5.6 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've been working on rec"
CAND_0052030,Senior Software Engineer (ML),SWE/Data,4.1,IT Services,India,8,3,True,0.64,5,False,False,False,3,3,"Data scientist / ML engineer with 4.1 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've been working on rec"
CAND_0043676,Senior Software Engineer (ML),SWE/Data,6.1,AI/ML,India,7,3,True,0.65,92,True,False,False,3,3,"Data scientist / ML engineer with 6.1 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've been working on rec"
CAND_0059795,Senior Software Engineer (ML),SWE/Data,5.6,AI/ML,India,4,3,False,0.75,98,True,False,False,3,3,"Data scientist / ML engineer with 5.6 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. My current role is split"
CAND_0068497,Accountant,Non-tech,12.2,Manufacturing,India,0,0,True,0.14,186,False,False,False,0,0,"Professional with 12.2+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious abou"
CAND_0013924,HR Manager,Non-tech,11.9,Software,India,0,0,True,0.15,133,False,False,False,0,0,"Professional with 11.9+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been cu"
CAND_0032008,Operations Manager,Non-tech,5.6,Conglomerate,India,0,0,False,0.31,139,False,False,False,0,0,"Professional with 5.6+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been cur"
CAND_0076742,Sales Executive,Non-tech,3.9,Paper Products,India,0,0,False,0.57,236,False,False,False,0,0,"Professional with 3.9+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about"
CAND_0076680,HR Manager,Non-tech,7.7,Software,India,1,0,False,0.71,227,False,False,False,0,0,"Professional with 7.7+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been cu"
CAND_0026696,Accountant,Non-tech,13.9,Manufacturing,India,0,0,True,0.21,243,False,False,False,0,0,"Professional with 13.9+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been cu"
CAND_0016806,Graphic Designer,Non-tech,5.9,Software,India,0,0,False,0.75,90,False,False,False,0,0,"Professional with 5.9+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been cur"
CAND_0097074,Project Manager,Non-tech,6.9,Software,India,0,0,True,0.67,209,False,False,False,0,0,"Professional with 6.9+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about"
CAND_0000732,Project Manager,Non-tech,9.6,Software,India,0,0,True,0.18,5,False,False,False,0,0,"Professional with 9.6+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been cu"
CAND_0042335,Operations Manager,Non-tech,1.2,Conglomerate,India,0,0,False,0.54,241,False,False,False,0,0,"Professional with 1.2+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been cur"
CAND_0040050,DevOps Engineer,SWE/Data,8.6,IT Services,India,0,0,True,0.36,160,False,False,False,1,1,"Software engineer with 8.6 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've spent most of my career on web and API develo"
CAND_0018599,Java Developer,SWE/Data,8.2,IT Services,India,1,0,True,0.29,70,False,False,False,1,1,"Software engineer with 8.2 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. Most of my work is conventional backend engineerin"
CAND_0013308,Analytics Engineer,SWE/Data,3.5,HealthTech,India,4,0,False,0.28,21,True,False,False,2,2,"Software / data professional with 3.5 years of experience building data pipelines, backend systems, and analytics infrastructure. Started my career in backend engineering and gradually moved closer to"
CAND_0084271,Full Stack Developer,SWE/Data,2.3,E-commerce,India,0,0,True,0.17,120,False,False,False,1,1,"Software engineer with 2.3 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've worked across web frontends, REST APIs, and c"
CAND_0050999,.NET Developer,SWE/Data,8.8,IT Services,India,2,0,True,0.66,184,False,False,False,2,2,"Software engineer with 8.8 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. Most of my work is conventional backend engineerin"
CAND_0074626,Software Engineer,SWE/Data,5.2,Conglomerate,India,3,0,False,0.44,65,True,False,False,2,2,"Software / data professional with 5.2 years of experience building data pipelines, backend systems, and analytics infrastructure. I've been the engineer who makes ML possible by getting the data pipel"
CAND_0022494,.NET Developer,SWE/Data,7.6,Software,India,1,0,True,0.49,8,False,False,False,1,1,"Software engineer with 7.6 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've spent most of my career on web and API develo"
CAND_0049830,QA Engineer,SWE/Data,7.2,Manufacturing,UAE,0,0,False,0.5,84,True,False,False,1,1,"Software engineer with 7.2 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. Most of my work is conventional backend engineerin"
CAND_0048413,Analytics Engineer,SWE/Data,5.3,Food Delivery,India,4,0,False,0.57,14,True,False,False,2,2,"Software / data professional with 5.3 years of experience building data pipelines, backend systems, and analytics infrastructure. I've been the engineer who makes ML possible by getting the data pipel"
CAND_0071424,Full Stack Developer,SWE/Data,9.4,Software,USA,0,0,True,0.19,149,False,False,False,1,1,"Software engineer with 9.4 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've spent most of my career on web and API develo"
CAND_0049340,Junior ML Engineer,AI/ML,3.7,AI/ML,India,8,2,False,0.85,77,True,False,False,3,3,"Data scientist / ML engineer with 3.7 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've been working on rec"
CAND_0011643,AI Research Engineer,AI/ML,4.2,Food Delivery,India,4,3,False,0.85,20,True,False,False,3,3,"Data scientist / ML engineer with 4.2 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've been working on rec"
CAND_0006354,Data Scientist,AI/ML,4.5,IT Services,India,7,3,True,0.7,99,False,False,False,2,2,"Data scientist / ML engineer with 4.5 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've spent the last coup"
CAND_0082314,Junior ML Engineer,AI/ML,4.0,AI Services,India,7,3,False,0.86,104,False,False,False,3,3,"Data scientist / ML engineer with 4.0 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've been working on rec"
CAND_0016659,ML Engineer,AI/ML,4.4,AI/ML,India,6,3,False,0.89,10,True,False,False,3,3,"Data scientist / ML engineer with 4.4 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've spent the last coup"
CAND_0061177,ML Engineer,AI/ML,3.6,EdTech,India,2,2,False,0.25,70,True,False,False,3,3,"Data scientist / ML engineer with 3.6 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've spent the last coup"
CAND_0023076,AI Research Engineer,AI/ML,3.7,Fintech,India,6,1,False,0.61,9,True,False,False,3,3,"Data scientist / ML engineer with 3.7 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. My current role is split"
